,Close,High,Low,Open,Volume
2019-08-19,37785.26953,38435.2455,37698.60607,38435.2455,6014218
2019-08-20,38521.91016,38651.90535,37741.93897,38088.59283,8434205
2019-08-21,38565.23047,38825.22079,38261.90843,38435.23531,6571717
2019-08-22,38175.25,38738.56243,38001.9231,38565.23553,8061177
2019-08-23,38088.58594,38305.24456,37828.59559,37958.59076,5017381
2019-08-26,37785.26953,37958.59646,37221.95703,37308.62049,7954949
2019-08-27,38175.25,38305.24518,37785.26447,37828.5962,16883932
2019-08-28,38261.91406,38478.57269,37915.26025,38218.58234,5758333
2019-08-29,37611.9375,38305.2451,37308.61542,38305.2451,10768862
2019-08-30,38131.92188,38391.91225,37915.26323,37915.26323,9899073
2019-09-02,37958.59766,38868.56404,37828.60246,38868.56404,7185537
2019-09-03,37481.94922,37828.60308,37351.95402,37741.93962,9774941
2019-09-04,38218.58594,38218.58594,37395.28307,37481.94653,12441837
2019-09-05,39605.19922,39951.85304,38521.90602,38825.22812,18297430
2019-09-06,40125.17969,40298.5066,39735.19414,40298.5066,9896562
2019-09-09,40645.16016,40731.82361,40125.17943,40255.17461,9434157
2019-09-10,40731.82031,40905.14721,40341.8348,40818.48376,9231792
2019-09-11,40861.82031,41078.47896,40558.49821,40991.8155,16141619
2019-09-16,40818.48438,40818.48438,40211.84023,40731.82093,15550926
2019-09-17,40645.16016,40818.48707,40558.4967,40731.82361,7006280
2019-09-18,41338.47656,41338.47656,40558.50531,40645.16878,10413027
2019-09-19,42595.08203,42638.41375,41468.45728,41641.78416,16461413
2019-09-20,42638.42188,42985.07571,42551.75842,42811.74879,15460210
2019-09-23,42725.08984,42725.08984,42465.09944,42681.75811,7568553
2019-09-24,42898.41797,43028.41317,42335.10541,42508.43235,7871955
2019-09-25,42378.42969,42768.41524,42291.76623,42638.42005,9187141
2019-09-26,42638.42188,42681.7536,42378.4315,42465.09496,8494756
2019-09-27,42249.10547,42510.98009,41899.93931,41899.93931,8048041
2019-09-30,42816.49609,42991.07916,41812.64348,41943.58078,9497119
2019-10-01,42641.91016,42860.13897,42467.32711,42685.55592,6206035
2019-10-02,41550.76953,42249.10179,41550.76953,42205.45603,8382463
2019-10-04,41899.94141,42467.33645,41332.54637,41376.19214,9331695
2019-10-07,41681.70703,42510.9766,41594.4155,42205.45623,7047273
2019-10-08,42685.55469,42772.84621,41550.76489,41812.63946,14239367
2019-10-10,42380.03516,42947.43007,41899.93177,42074.51482,18639855
2019-10-11,42903.78125,43165.6558,42598.26094,42772.84397,7783275
2019-10-14,43645.76563,43907.64022,43514.82833,43645.76563,11130635
2019-10-15,43733.0625,43820.35404,43558.47942,43558.47942,6058105
2019-10-16,44256.8125,44431.39559,43994.93787,44256.8125,9136282
2019-10-17,44082.23047,44169.52201,43733.06429,44082.23047,6701380
2019-10-18,43558.47656,44431.39192,43340.24772,43907.64271,8483106
2019-10-21,43907.63672,43994.92824,43471.1791,43558.47062,4406531
2019-10-22,44693.26172,44955.1363,44256.80408,44344.09561,10898729
2019-10-23,44693.26172,44955.1363,44344.09561,44780.55325,8663880
2019-10-24,44256.8125,45828.06028,44082.22941,45828.06028,21185785
2019-10-25,44431.39453,44693.26916,44082.22837,44344.10299,7879897
2019-10-28,44780.55859,44955.14167,44256.80937,44256.80937,6431522
2019-10-29,44605.97266,45129.72185,44344.09806,44867.84725,7581629
2019-10-30,43994.92969,44344.0958,43820.34663,44256.80427,8959435
2019-10-31,43994.92969,44867.84496,43907.63816,44518.67885,10304777
2019-11-01,44693.26172,44693.26172,43994.9295,44169.51256,8467846
2019-11-04,45653.47266,45653.47266,44867.84884,45129.72345,13012411
2019-11-05,46002.64453,46002.64453,45478.89526,45740.76989,10581034
2019-11-06,46526.39063,46700.9737,46002.64139,46177.22447,14361133
2019-11-07,46177.22656,46613.68428,45740.76884,46613.68428,9257116
2019-11-08,45478.89063,46526.38907,45391.59909,46439.09753,11603290
2019-11-11,45042.42578,45566.17492,44867.84274,45566.17492,8185952
2019-11-12,45915.34766,45915.34766,45042.4323,45217.01537,6576148
2019-11-13,45828.05469,45828.05469,45391.59702,45828.05469,6225196
2019-11-14,46089.91797,46089.91797,45304.29437,45304.29437,12010018
2019-11-15,46875.5625,46875.5625,45915.35545,46177.2301,9703360
2019-11-18,46700.97656,46962.8512,46439.10193,46788.26811,7746554
2019-11-19,46700.97656,46700.97656,46002.6442,46439.10193,8907177
2019-11-20,45391.59375,46613.67512,45391.59375,46613.67512,12560070
2019-11-21,44518.6875,45478.89449,44169.52132,45042.43676,14298646
2019-11-22,45042.42578,45042.42578,44431.38512,44518.67664,8478310
2019-11-25,45217.01953,45915.35188,45129.72799,45566.18571,9050625
2019-11-26,45217.01953,46177.22651,45217.01953,45304.31107,27372226
2019-11-27,45566.17969,45653.47122,45042.4305,45217.01356,7546261
2019-11-28,44780.55859,45478.89089,44780.55859,45304.30782,6833885
2019-11-29,43907.63672,44867.84349,43820.34519,44693.26044,11179334
2019-12-02,43994.92969,44780.55343,43994.92969,44431.38732,18877252
2019-12-03,43558.47656,43907.64271,43209.31042,43471.18503,12059812
2019-12-04,43165.66016,43514.82626,42772.84828,43296.59745,13246549
2019-12-05,43209.3125,43994.93636,43209.3125,43820.35328,10449715
2019-12-06,43994.92969,44431.38732,43602.11782,43733.05511,11414563
2019-12-09,44693.26172,44867.84477,44256.80408,44431.38714,8470627
2019-12-10,44955.14063,45042.43216,44256.80834,44518.68295,6882771
2019-12-11,45304.30859,45566.18321,44867.8509,44955.14244,11379521
2019-12-12,46526.39063,46526.39063,46002.64139,46264.51601,29178697
2019-12-13,47748.45703,47835.74854,47050.12494,47573.87401,18120261
2019-12-16,47748.45703,47923.04006,47399.29098,47573.87401,11512405
2019-12-17,49494.30078,49494.30078,48359.51082,48708.67696,19358433
2019-12-18,49145.14063,49930.76454,48883.26599,49494.30681,15558208
2019-12-19,48883.26172,50018.05172,48446.80402,49756.17711,14180520
2019-12-20,48883.26172,49319.71941,48534.09556,48970.55326,12095519
2019-12-23,48446.79688,49232.42061,48097.63077,48970.54603,9839252
2019-12-24,48010.33984,48621.38053,47835.75679,48534.08901,11868463
2019-12-26,48359.51563,48359.51563,47486.60018,47748.47481,9645034
2019-12-27,49636.89453,49988.30617,48758.36542,48934.07125,12313056
2019-12-30,49021.92188,49724.74513,48934.06897,49373.3335,8356767
2020-01-02,48494.80078,49197.62398,48319.09498,48758.35948,12993228
2020-01-03,48758.35938,49724.74127,48231.24198,49197.62387,15422255
2020-01-06,48758.35938,48846.21227,47967.68328,48231.24198,10278951
2020-01-07,49021.92188,49549.03931,48846.21606,48934.06897,10009778
2020-01-08,49900.44922,50427.56664,49109.77309,49373.3318,23501171
2020-01-09,51481.80078,51481.80078,50427.56595,51306.09498,24102579
2020-01-10,52272.47266,52448.17845,51218.23791,51657.50239,16000170
2020-01-13,52711.74609,52711.74609,51921.0699,52360.33445,11359139
2020-01-14,52711.74609,53590.2752,52623.89318,53063.15773,16906295
2020-01-15,51833.21875,52360.33623,51745.36584,52272.48332,14300928
2020-01-16,53326.71875,53326.71875,51833.21921,51921.07213,14381774
2020-01-17,53853.83203,54468.80238,53590.27331,54380.94947,16025661
2020-01-20,54820.21094,55171.62255,54205.24062,54468.79933,12528855
2020-01-21,53941.67969,54820.20867,53765.97389,54468.79708,11142693
2020-01-22,54732.36328,54995.92201,53063.15798,53151.01089,15339565
2020-01-23,53414.56641,54293.09546,53326.7135,54293.09546,14916555
2020-01-28,51657.50391,52184.62129,51218.23942,52184.62129,23664541
2020-01-29,51921.06641,52448.18383,51657.50769,51921.06641,16446102
2020-01-30,50251.85547,51657.50178,49900.44389,51657.50178,20821939
2020-01-31,49549.03516,51306.09314,49549.03516,50778.97575,19749457
2020-02-03,50251.85547,50427.56126,48494.79759,48758.35627,23995260
2020-02-04,51745.35547,51833.20836,49900.44466,50164.00335,21800192
2020-02-05,52272.47266,52887.44292,51745.35528,52711.73713,19278165
2020-02-06,53678.12891,53678.12891,52448.18815,52799.59979,14727159
2020-02-07,53063.15234,53765.97555,52448.18204,53678.12265,16402493
2020-02-10,52448.19141,52536.04432,51921.0739,52008.92682,13107121
2020-02-11,52623.89063,53326.71387,52448.18481,52536.03772,11071231
2020-02-12,53151,53326.70579,52448.17686,52975.29421,12904207
2020-02-13,53326.71875,54117.39498,53151.01292,53765.98332,18449775
2020-02-14,54293.09375,54380.94665,52887.44731,53502.41763,13276067
2020-02-17,54029.53906,54468.80361,53765.98034,54117.39197,8740596
2020-02-18,52536.03516,53502.41707,52448.18225,53414.56417,16674266
2020-02-19,52887.44922,53063.15503,52184.62597,52536.0376,12951496
2020-02-20,52711.74609,53853.83393,52360.33445,53326.71646,14591924
2020-02-21,52008.92188,52536.03933,51393.95151,51657.51024,13777393
2020-02-24,49900.44922,51042.53696,49900.44922,50427.56664,25627537
2020-02-25,50866.83594,50954.68885,49373.33644,49373.33644,23885408
2020-02-26,49636.89453,50076.15908,49197.62998,49197.62998,25483102
2020-02-27,49109.77344,49988.30248,48758.36182,49461.18505,23209541
2020-02-28,47616.27734,48758.36518,47616.27734,48319.10063,30054227
2020-03-02,48319.09375,48758.35824,47089.15318,47704.12347,30403412
2020-03-03,48670.51563,49988.30937,48406.95688,49812.60354,30330295
2020-03-04,50427.57031,50603.27613,47967.68883,48143.39465,24765728
2020-03-05,50778.98047,50954.68628,49812.59849,50603.27465,21698990
2020-03-06,49636.89453,50251.86491,49373.3358,49636.89453,18716656
2020-03-09,49636.89453,49636.89453,49636.89453,49636.89453,0
2020-03-10,47967.68359,48231.24229,47177.00749,47264.86039,32106554
2020-03-11,45771.37109,47791.98824,45683.51817,47704.13532,45707281
2020-03-12,45771.37109,45771.37109,45771.37109,45771.37109,0
2020-03-13,43882.52734,45332.10032,41159.08721,41686.20465,59462933
2020-03-16,42960.0625,44717.12027,42872.20961,44014.29716,33339821
2020-03-17,41554.41797,43618.96093,41027.30062,41203.0064,51218151
2020-03-18,40060.92578,42476.88074,40060.92578,41949.76329,40152623
2020-03-19,37732.82422,40983.38183,37161.78031,40763.74956,56925513
2020-03-20,39885.21875,39973.07165,38259.94001,38787.05744,49730008
2020-03-23,37337.49609,38259.95188,37249.64316,37425.34903,41701626
2020-03-24,41246.93359,41246.93359,37820.67074,38523.49389,49801908
2020-03-25,42740.4375,43575.04008,41422.64395,43003.99621,52735922
2020-03-26,41993.6875,43311.48104,41905.8346,43047.92233,42185129
2020-03-27,42432.95313,43662.8938,41159.086,43575.04089,39896178
2020-03-30,42347.99219,42790.49994,41197.47202,41639.97978,26797395
2020-03-31,42259.48828,42923.24988,41728.479,42480.74215,30654261
2020-04-01,40533.71094,42392.24354,40533.71094,41993.98655,27259532
2020-04-02,41418.73047,41462.98125,40135.45784,40887.7211,21621076
2020-04-03,41595.72266,42126.73188,41197.46574,41949.72881,22784682
2020-04-06,43100.25,43188.75154,41816.97767,42038.23152,23395726
2020-04-07,43896.76953,44427.77884,43365.76022,43941.02031,31524034
2020-04-08,43011.75,44029.51775,43011.75,43896.76543,25010314
2020-04-09,43454.26563,44073.77654,43100.25939,44029.52576,22628058
2020-04-10,43587.01172,43587.01172,43056.00244,43321.50708,17839111
2020-04-13,42746.24609,43277.25536,42746.24609,43056.0015,14431800
2020-04-14,43365.76172,43542.76483,42746.25084,43188.75861,14206216
2020-04-16,43365.76172,43675.51716,42967.50472,43675.51716,23349760
2020-04-17,45489.79688,46020.80618,44516.27982,44958.78757,32041675
2020-04-20,44339.27734,45489.79751,44250.77579,45489.79751,21866354
2020-04-21,43587.01172,43985.26868,43100.25321,43719.76404,27407543
2020-04-22,44118.02734,44250.77968,42790.50395,43100.25941,18613864
2020-04-23,44118.02734,44516.28436,43808.27189,44427.7828,18754442
2020-04-24,43675.51172,44029.51789,43365.75632,43941.01635,15618347
2020-04-27,44118.02734,44250.77968,43454.26565,43675.51955,14049471
2020-04-28,44339.27734,44339.27734,43631.26493,44118.02346,16095399
2020-04-29,44250.77734,44693.28512,43896.77112,44162.27579,15604533
2020-05-04,42923.25391,43454.26323,42923.25391,43277.26012,26083749
2020-05-06,43542.76172,43542.76172,42923.25088,43365.75862,18070225
2020-05-07,43188.76563,43631.27347,43100.26406,43542.7719,13884411
2020-05-08,43188.76563,43675.52425,43188.76563,43454.27033,15319700
2020-05-11,42834.75391,43587.01715,42746.25235,43277.26169,16357743
2020-05-12,42392.24609,42923.25544,42082.49064,42834.75388,23433590
2020-05-13,42967.49609,42967.49609,41772.72535,41816.97612,20223277
2020-05-14,42480.74609,42569.24765,42170.99065,42259.49221,19305974
2020-05-15,42347.99219,42879.00149,42215.23986,42834.75072,18463118
2020-05-18,43188.76563,43454.27033,42126.7468,42436.50229,20481981
2020-05-19,44516.27734,44693.28043,43985.26807,44339.27425,25168295
2020-05-20,44250.77734,44427.78045,44073.77423,44250.77734,14896899
2020-05-21,44206.52344,44604.78041,44118.02189,44516.27886,14949266
2020-05-22,43144.51172,44073.77812,43011.75938,43896.775,19706284
2020-05-25,43233,43277.25077,42878.99386,43144.49846,14337913
2020-05-26,43587.01172,43764.01481,43011.75167,43100.25321,15127490
2020-05-27,44162.27734,44250.7789,43188.76021,43321.51254,19548479
2020-05-28,44604.77734,45312.78968,44162.26963,45224.28814,31309318
2020-05-29,44870.28906,44870.28906,43985.2735,44250.77817,27596961
2020-06-01,45312.79297,45312.79297,44781.78368,44958.78677,16949183
2020-06-02,45489.79688,45578.29843,44958.78757,45135.79067,14247933
2020-06-03,48233.35156,48675.85938,45755.30781,45843.80937,49257814
2020-06-04,48321.84375,50445.88084,48321.84375,49383.86229,40220334
2020-06-05,49118.35547,49472.36163,47790.83235,48144.83851,22743629
2020-06-08,48587.35547,50003.3804,48410.35235,49914.87884,25634965
2020-06-09,49118.35547,50003.37088,48144.83851,49383.86009,23998831
2020-06-10,49029.86328,49472.37107,48587.35549,48764.35861,16742493
2020-06-11,48056.33984,48764.35222,47082.82283,48233.34294,33815123
2020-06-12,46286.30859,46728.81632,45578.29623,46109.3055,26976019
2020-06-15,44162.27734,46020.81006,44162.27734,45489.80071,28772921
2020-06-16,46109.3125,46109.3125,44781.78911,45312.79846,21808375
2020-06-17,46197.80859,46817.31944,45401.29465,46109.30704,26672595
2020-06-18,46286.30859,46286.30859,45666.79777,46197.80705,15982926
2020-06-19,46817.32031,46817.32031,45666.80015,46551.81566,18157985
2020-06-22,46020.80469,46551.81397,45843.80159,46020.80469,13801350
2020-06-23,45489.79688,46728.81858,45224.29222,46463.31393,18086152
2020-06-24,46817.32031,47702.33582,45666.80015,45932.30481,24519552
2020-06-25,45932.30859,46905.82573,45932.30859,46109.31171,18541624
2020-06-26,47171.32813,47702.33745,46197.81103,46728.82036,21575360
2020-06-29,46684.86719,47397.61325,46328.49416,46773.96045,17776925
2020-06-30,47041.23828,48021.26408,47041.23828,48021.26408,21157172
2020-07-01,46863.0625,47753.99525,46684.87595,47575.8087,16706143
2020-07-02,47130.35156,47130.35156,46417.60523,46417.60523,14142583
2020-07-03,47754,47754,46952.16045,47219.4403,11887868
2020-07-06,49001.30078,49001.30078,47932.18149,48110.36804,19856623
2020-07-07,47575.8125,49803.14455,47575.8125,49714.05126,30760032
2020-07-08,47219.42578,48021.26509,47130.33253,47753.98532,19664652
2020-07-09,47041.23828,47753.98432,47041.23828,47397.6113,17054850
2020-07-10,46952.15625,47397.62263,46595.78315,47308.52935,13714746
2020-07-13,47575.8125,47932.18563,47308.53265,47486.71922,12240188
2020-07-14,47932.17578,47932.17578,47397.6162,47843.08252,14269484
2020-07-15,48734.01172,49001.29149,48377.63869,48466.73195,24051450
2020-07-16,47932.17578,48823.10842,47932.17578,48823.10842,16779127
2020-07-17,48466.73438,48734.01416,48199.45459,48288.54785,10096174
2020-07-20,48288.55078,48823.11038,48110.36425,48823.11038,10507530
2020-07-21,49268.57422,49357.66748,48823.10791,49179.48096,18297260
2020-07-22,48734.01172,49446.75778,48734.01172,49268.57126,12885057
2020-07-23,48199.46094,48734.02058,47932.18112,48734.02058,16214932
2020-07-24,48288.55078,48466.73732,47843.08445,48110.36425,10994535
2020-07-27,49535.86328,49624.95656,48377.65065,48377.65065,21054421
2020-07-28,52208.65625,52386.84279,50248.60431,50783.16393,48431566
2020-07-29,52565.03516,53812.34108,52208.66204,53723.2478,36476611
2020-07-30,52565.03516,53545.06124,52565.03516,53188.68812,19285354
2020-07-31,51585.00781,53099.59353,51406.82126,53010.50026,21943345
2020-08-03,50604.98047,51585.0065,50515.88719,51495.91322,21158940
2020-08-04,51050.44141,51763.18753,50783.16161,50961.34814,19419694
2020-08-05,50694.06641,51228.62598,50159.50683,51050.43946,17739706
2020-08-06,51674.08984,52030.46288,50872.25052,50872.25052,21625874
2020-08-07,51228.62891,52030.46832,50872.25584,51585.00198,18751717
2020-08-10,51495.91406,51941.38045,51228.63423,51317.72751,17774291
2020-08-11,51852.29297,53010.5057,51495.91982,51674.10639,24907912
2020-08-12,52565.03516,52565.03516,51406.82252,51852.28892,18573934
2020-08-13,52297.74219,53099.58151,51674.08938,52921.39499,22089460
2020-08-14,51674.08984,52030.46288,51406.81007,51674.08984,15672548
2020-08-18,52030.46875,53366.86778,51674.09568,52475.93509,25307825
2020-08-19,51495.91406,52743.21994,51495.91406,52565.03339,16930719
2020-08-20,49357.67578,51317.72789,49268.5825,51317.72789,30386029
2020-08-21,49803.13672,50694.0694,49714.04345,50070.41652,21142288
2020-08-24,49981.31641,50426.78268,49357.66362,49714.03664,15055896
2020-08-25,50248.60156,50604.97462,49981.32177,50248.60156,14021705
2020-08-26,50248.60156,50337.69483,49624.94871,50248.60156,17651593
2020-08-27,49535.86328,50159.51624,49535.86328,50159.51624,16196568
2020-08-28,49357.67578,50159.51528,49357.67578,49981.32872,14619888
2020-08-31,48110.37109,49981.32997,48110.37109,49892.23669,32671367
2020-09-01,48288.55078,48823.11038,48199.45751,48199.45751,19363117
2020-09-02,48466.73438,49090.38721,48199.45459,48644.9209,16905723
2020-09-03,50248.60156,50515.88136,49446.76218,49535.85544,28384920
2020-09-04,49535.86328,49714.04984,49090.39688,49179.49016,22139109
2020-09-07,50337.69922,51050.4454,49714.04631,49981.32613,18685880
2020-09-08,52297.74219,52297.74219,50961.34332,51139.52984,31517520
2020-09-09,52030.46875,52832.30817,51495.90914,51852.28221,30597399
2020-09-10,52743.21875,53455.96495,52654.12548,53366.87167,29923293
2020-09-11,52565.03516,52921.40828,51852.28892,52832.315,16017098
2020-09-14,53812.33594,54168.70902,53366.86958,53634.14939,20648281
2020-09-15,54346.89453,54346.89453,53901.42818,54257.80126,17877075
2020-09-16,54346.89453,54614.17434,53990.52145,54435.9878,17041444
2020-09-17,53010.49219,54168.70462,52832.30566,54079.61136,25108356
2020-09-18,52832.3125,53366.87215,52654.12595,53277.77888,18884571
2020-09-21,52743.21875,53455.96495,52565.0322,52654.12548,15140387
2020-09-22,51852.29297,53188.69227,51495.91982,52654.13255,20830381
2020-09-23,52208.65625,52386.84279,51139.53701,52030.46971,20111398
2020-09-24,51495.91406,52208.66028,51317.72751,51406.82079,17564020
2020-09-25,51585.00781,51852.28765,51406.82126,51406.82126,11444683
2020-09-28,52171.26563,52709.11372,51902.34158,52260.90697,12614080
2020-09-29,52171.26563,52888.39642,52171.26563,52260.90697,15503563
2020-10-05,52619.46094,53067.66759,51543.76497,51543.76497,20228289
2020-10-06,52888.39844,53695.17062,52619.47438,53246.96385,14463826
2020-10-07,53695.16016,53695.16016,52440.18145,52619.46413,14861838
2020-10-08,53515.87891,54412.29229,53336.59623,54233.00961,24589924
2020-10-12,54143.37109,54143.37109,53695.16438,53784.80572,16145837
2020-10-13,54591.57422,55039.7809,54143.36753,54681.21556,19247631
2020-10-14,54591.57422,54770.85689,54233.00887,54681.21556,16086716
2020-10-15,53784.80469,54501.93542,53515.88066,54412.29408,17756232
2020-10-16,53336.58984,54143.36179,52888.38321,53784.79648,16554190
2020-10-19,53784.80469,53964.08737,53336.59798,53426.23932,14474985
2020-10-20,54591.57422,54591.57422,53874.44352,54053.7262,19326115
2020-10-21,54591.57422,55129.42224,54322.65021,54860.49823,15703443
2020-10-22,53874.44531,54233.01067,53605.52129,54053.72799,14294095
2020-10-23,53964.08984,54143.37253,53605.52446,54143.37253,9322232
2020-10-26,54143.37109,54770.86049,53874.44707,54143.37109,13268226
2020-10-27,53605.51563,54053.72228,53336.59163,54053.72228,17260416
2020-10-28,52888.39844,53246.96385,52709.11573,53246.96385,14428882
2020-10-29,52081.62109,52440.18647,51543.77303,52171.26244,22636966
2020-10-30,50736.99609,51991.9748,50736.99609,51991.9748,26907844
2020-11-02,51454.13281,51543.77416,50199.15396,50557.71935,20489076
2020-11-03,52709.10547,52798.7468,51633.40944,51902.33345,14950919
2020-11-04,52440.1875,52888.39423,51812.69808,52798.75288,21718561
2020-11-05,54053.72656,54053.72656,52709.1065,52888.38917,20639475
2020-11-06,53874.44531,54501.93469,53426.23861,54412.29335,16910230
2020-11-09,53964.08984,54591.57926,53874.4485,54412.29657,15892961
2020-11-10,53964.08984,54233.01388,53336.60043,54233.01388,19073552
2020-11-11,54950.14453,55039.78588,54143.37243,54412.29646,25628510
2020-11-12,54681.21875,55039.78412,54412.29472,54681.21875,19800573
2020-11-13,56653.32813,56653.32813,54681.2186,54950.14263,31508829
2020-11-16,59432.21094,59790.77631,57280.81869,57370.46003,36354334
2020-11-17,58894.35547,60059.69279,58804.71414,60059.69279,30204089
2020-11-18,58087.58594,59342.56465,57997.9446,58894.35796,22963790
2020-11-19,57908.30469,58087.58736,57280.81532,57460.09799,16590290
2020-11-20,57997.94922,58446.15594,57280.81847,57280.81847,15068682
2020-11-23,60507.90234,60776.82635,57997.94491,58087.58625,27134398
2020-11-24,60687.19531,62300.73965,60059.70585,60866.47802,32158235
2020-11-25,59701.14063,61225.04361,59611.49927,60866.4782,32447065
2020-11-26,60956.10938,60956.10938,59163.28263,59252.92397,19023323
2020-11-27,61135.39844,61314.68113,60597.55036,60956.11574,14063434
2020-11-30,59790.77734,61493.96291,59790.77734,61314.68021,43811016
2020-12-01,60776.82422,61225.03089,60149.33488,60149.33488,22327173
2020-12-02,62300.73438,62659.29975,61225.03824,61314.67959,29703942
2020-12-03,62480.01563,63197.14636,62121.45026,62838.58099,23677989
2020-12-04,64093.54688,64631.39482,62838.56833,63107.49231,28130533
2020-12-07,65348.54688,65886.395,64452.13334,64900.34011,28490496
2020-12-08,64272.83594,65348.53194,64183.1946,64721.0426,25000338
2020-12-09,66244.95313,66244.95313,64541.76759,64631.40894,24077996
2020-12-10,65348.54688,66155.31906,64989.98146,65169.26417,39882928
2020-12-11,65796.75,66155.3154,65527.82595,65886.39135,18486672
2020-12-14,66155.3125,66782.80191,65617.46443,65976.02981,21510415
2020-12-15,66155.3125,66424.23653,65707.10578,66155.3125,20863671
2020-12-16,66155.3125,66782.80191,65796.74712,66424.23653,17512081
2020-12-17,65707.10938,66065.67477,65079.61993,65796.75072,24293214
2020-12-18,65438.17188,66065.66119,65438.17188,65707.09587,17613029
2020-12-21,65438.17188,65796.7372,64541.75856,65527.81321,20367355
2020-12-22,64810.69531,65617.46745,64631.41261,64989.97801,16304910
2020-12-23,66244.95313,66334.59447,64810.69162,64900.33297,19411326
2020-12-24,69740.96094,70637.37432,66334.59009,66424.23143,32502870
2020-12-28,70547.72656,71802.70518,70099.51991,70816.65055,40085044
2020-12-29,71955.60156,72506.98548,71036.62836,72415.08816,30339449
2020-12-30,74436.82813,74712.52008,71036.62733,71128.52465,29417421
2021-01-04,76274.76563,77561.32794,73701.641,74436.81947,38655276
2021-01-05,77101.86719,77101.86719,74988.2284,74988.2284,35335669
2021-01-06,75539.60156,77653.24005,75447.70424,76550.47214,42089013
2021-01-07,76182.875,77377.54011,75999.08037,76090.97768,32644642
2021-01-08,81604.82031,82707.58815,76274.77574,76550.4677,59013307
2021-01-11,83626.5625,88956.60714,82248.10268,82707.58929,90306177
2021-01-12,83258.97656,83994.15516,80685.85146,82983.28459,48682416
2021-01-13,82431.89844,83810.35828,81880.5145,82523.79576,36068848
2021-01-14,82431.89844,82707.59041,81512.92521,81512.92521,26393970
2021-01-15,80869.63281,84361.73059,80869.63281,82523.78439,33431809
2021-01-18,78112.74219,80226.38109,77285.66609,79583.09969,43227951
2021-01-19,79950.67188,80869.64511,76826.16286,77653.23878,39895044
2021-01-20,80134.46875,81788.62063,79491.18746,81788.62063,25211127
2021-01-21,80961.53125,81421.01781,79491.17427,80410.14738,25318011
2021-01-22,79766.86719,82431.88925,79766.86719,81788.60806,30861661
2021-01-25,82156.20313,82615.68972,79307.38624,79950.66747,27258534
2021-01-26,79674.98438,81972.4176,79491.18972,81604.82829,33178936
2021-01-27,78664.11719,80593.96118,78664.11719,79583.09052,26423070
2021-01-28,76918.0625,78664.11171,76458.57587,76458.57587,31859808
2021-01-29,75355.79688,78112.71627,75355.79688,77653.22971,39615978
2021-02-01,76274.76563,76642.35486,74436.81947,75080.10062,28046832
2021-02-02,77561.33594,79399.28229,76918.05472,77285.64399,26302077
2021-02-03,77745.14844,78480.32715,76642.38037,77928.94311,22112205
2021-02-04,75815.30469,77009.97009,75447.71533,76734.27808,24171688
2021-02-05,76734.26563,77193.75225,75815.29238,76366.67633,18036835
2021-02-08,76274.76563,77377.53332,76274.76563,77009.94409,15338765
2021-02-09,75999.08594,77928.92972,75999.08594,77193.75113,20898332
2021-02-10,74988.21094,75907.18411,74988.21094,75907.18411,23025766
2021-02-15,77377.54688,77653.23885,76550.47096,77009.95758,23529706
2021-02-16,78020.82813,79031.69869,77377.54686,77653.23883,20483100
2021-02-17,76458.57031,77377.54351,76274.77567,77101.85155,18307735
2021-02-18,75447.70313,76826.16299,75447.70313,76458.57369,21327683
2021-02-19,75907.1875,76090.98214,74436.83036,75631.49554,25880879
2021-02-22,75539.60156,77377.54807,75539.60156,77009.95877,25419886
2021-02-23,75355.79688,76182.87269,74528.72106,74620.61837,20587314
2021-02-24,75355.79688,76826.15389,74712.51568,75172.00225,26807651
2021-02-25,78388.41406,78480.31138,76274.7757,77193.7489,34155986
2021-02-26,75815.30469,76642.38074,75355.81799,76090.9967,38520800
2021-03-02,76826.14844,78388.40265,76274.7646,78204.60804,33498180
2021-03-03,77193.74219,77193.74219,76090.97444,76734.25563,19882132
2021-03-04,75723.38281,76458.56129,75539.58819,75907.17743,24348331
2021-03-05,75447.70313,75907.18975,74528.72988,74528.72988,20508971
2021-03-08,75355.79688,76274.77001,74988.20762,76182.87269,17641256
2021-03-09,74804.42188,75263.9085,74069.24328,74804.42188,25420764
2021-03-10,74344.9375,75815.29473,74161.14285,75723.3974,20038422
2021-03-11,75355.79688,75815.28344,74436.82374,74436.82374,23818297
2021-03-12,76090.98438,76734.26564,75723.39508,76366.67635,13530573
2021-03-15,75171.99219,76182.8625,75171.99219,76090.9652,13735798
2021-03-16,76090.98438,76274.77902,75447.70311,75539.60043,12293537
2021-03-17,75631.5,76182.88396,75355.80802,76090.98663,11625146
2021-03-18,76182.875,77009.95084,75907.18305,76090.97768,18585244
2021-03-19,75263.89844,75815.28231,75172.00113,75447.69306,15869700
2021-03-22,75355.79688,75631.48881,75080.10494,75355.79688,12670506
2021-03-23,75171.99219,76182.8625,75171.99219,75907.1706,13299907
2021-03-24,74436.82813,74988.21204,74161.13617,74436.82813,17926638
2021-03-25,74620.625,75447.70089,74253.03571,74436.83036,14758826
2021-03-26,74896.32031,74988.21764,74436.83368,74804.42299,12845778
2021-03-29,74988.21094,75080.10825,74436.82703,75080.10825,14952134
2021-03-30,75875.28125,75967.58694,75044.53,75321.44708,13121698
2021-03-31,75136.82031,76336.7941,75136.82031,76059.87707,17240518
2021-04-01,76521.41406,76613.71975,75690.66288,76152.19132,18676461
